year,volume,name,place
1999,52,ONE PIECE,2
1999,52,世紀末リーダー伝 たけし！,3
1999,52,ヒカルの碁,1
1999,52,HUNTER×HUNTER,14
1999,52,遊☆戯☆王,7
1999,52,ライジング インパクト,12
1999,52,テニスの王子様,5
1999,52,NARUTO －ナルト－,6
1999,52,花さか天使テンテンくん,4
1999,52,シャーマンキング,9
1999,52,封神演義,11
1999,52,こちら葛飾区亀有公園前派出所,13
1999,52,I''s ＜アイズ＞,16
1999,52,ホイッスル！,15
1999,52,ZOMBIE POWDER,8
1999,52,ROOKIES,17
1999,52,明稜帝 梧桐勢十郎,19
1999,52,Romancers,18
1999,51,ONE PIECE,2
1999,51,世紀末リーダー伝 たけし！,4
1999,51,HUNTER×HUNTER,3
1999,51,ヒカルの碁,6
1999,51,遊☆戯☆王,10
1999,51,ライジング インパクト,5
1999,51,テニスの王子様,1
1999,51,シャーマンキング,17
1999,51,封神演義,11
1999,51,花さか天使テンテンくん,9
1999,51,I''s ＜アイズ＞,16
1999,51,こちら葛飾区亀有公園前派出所,13
1999,51,ホイッスル！,12
1999,51,ZOMBIE POWDER,8
1999,51,ROOKIES,15
1999,51,明稜帝 梧桐勢十郎,18
1999,51,サバイビー,19
1999,51,NARUTO －ナルト－,7
1999,51,Romancers,14
1999,50,ONE PIECE,4
1999,50,世紀末リーダー伝 たけし！,1
1999,50,HUNTER×HUNTER,3
1999,50,ヒカルの碁,2
1999,50,遊☆戯☆王,6
1999,50,ライジング インパクト,7
1999,50,テニスの王子様,5
1999,50,シャーマンキング,15
1999,50,封神演義,11
1999,50,花さか天使テンテンくん,9
1999,50,I''s ＜アイズ＞,12
1999,50,こちら葛飾区亀有公園前派出所,13
1999,50,ホイッスル！,10
1999,50,明稜帝 梧桐勢十郎,19
1999,50,ROOKIES,16
1999,50,ZOMBIE POWDER,17
1999,50,サバイビー,18
1999,50,NARUTO －ナルト－,8
1999,50,Romancers,14
1999,49,ONE PIECE,1
1999,49,ヒカルの碁,2
1999,49,HUNTER×HUNTER,3
1999,49,世紀末リーダー伝 たけし！,休
1999,49,遊☆戯☆王,4
1999,49,ライジング インパクト,8
1999,49,シャーマンキング,7
1999,49,テニスの王子様,5
1999,49,封神演義,12
1999,49,花さか天使テンテンくん,6
1999,49,I''s ＜アイズ＞,16
1999,49,こちら葛飾区亀有公園前派出所,15
1999,49,明稜帝 梧桐勢十郎,19
1999,49,ROOKIES,13
1999,49,ZOMBIE POWDER,17
1999,49,ホイッスル！,14
1999,49,サバイビー,18
1999,49,NARUTO －ナルト－,9
1999,49,Romancers,10
1999,48,ONE PIECE,2
1999,48,世紀末リーダー伝 たけし！,4
1999,48,ヒカルの碁,1
1999,48,HUNTER×HUNTER,5
1999,48,遊☆戯☆王,3
1999,48,ライジング インパクト,8
1999,48,封神演義,10
1999,48,シャーマンキング,9
1999,48,テニスの王子様,6
1999,48,花さか天使テンテンくん,16
1999,48,I''s ＜アイズ＞,落
1999,48,明稜帝 梧桐勢十郎,17
1999,48,こちら葛飾区亀有公園前派出所,15
1999,48,ZOMBIE POWDER,14
1999,48,ROOKIES,休
1999,48,ホイッスル！,18
1999,48,サバイビー,19
1999,48,NARUTO －ナルト－,12
1999,48,Romancers,7
1999,47,ONE PIECE,3
1999,47,HUNTER×HUNTER,4
1999,47,世紀末リーダー伝 たけし！,2
1999,47,遊☆戯☆王,1
1999,47,ヒカルの碁,5
1999,47,ライジング インパクト,8
1999,47,封神演義,15
1999,47,シャーマンキング,11
1999,47,テニスの王子様,6
1999,47,花さか天使テンテンくん,13
1999,47,I''s ＜アイズ＞,9
1999,47,明稜帝 梧桐勢十郎,19
1999,47,こちら葛飾区亀有公園前派出所,10
1999,47,ZOMBIE POWDER,17
1999,47,ROOKIES,16
1999,47,ホイッスル！,12
1999,47,サバイビー,18
1999,47,NARUTO －ナルト－,14
1999,47,Romancers,7
1999,46,ONE PIECE,3
1999,46,HUNTER×HUNTER,1
1999,46,世紀末リーダー伝 たけし！,2
1999,46,ヒカルの碁,5
1999,46,遊☆戯☆王,7
1999,46,ライジング インパクト,6
1999,46,封神演義,4
1999,46,シャーマンキング,11
1999,46,テニスの王子様,9
1999,46,花さか天使テンテンくん,12
1999,46,I''s ＜アイズ＞,18
1999,46,明稜帝 梧桐勢十郎,19
1999,46,ZOMBIE POWDER,16
1999,46,こちら葛飾区亀有公園前派出所,17
1999,46,ROOKIES,15
1999,46,サバイビー,20
1999,46,ホイッスル！,14
1999,46,NARUTO －ナルト－,8
1999,46,Romancers,10
1999,45,ONE PIECE,1
1999,45,HUNTER×HUNTER,3
1999,45,遊☆戯☆王,7
1999,45,ヒカルの碁,4
1999,45,世紀末リーダー伝 たけし！,9
1999,45,ライジング インパクト,2
1999,45,シャーマンキング,5
1999,45,封神演義,休
1999,45,テニスの王子様,10
1999,45,花さか天使テンテンくん,6
1999,45,こちら葛飾区亀有公園前派出所,14
1999,45,I''s ＜アイズ＞,15
1999,45,ZOMBIE POWDER,18
1999,45,明稜帝 梧桐勢十郎,12
1999,45,サバイビー,17
1999,45,ROOKIES,16
1999,45,CHILDRAGON,20
1999,45,ホイッスル！,19
1999,45,NARUTO －ナルト－,11
1999,45,Romancers,8
1999,44,ONE PIECE,2
1999,44,HUNTER×HUNTER,4
1999,44,遊☆戯☆王,11
1999,44,ヒカルの碁,7
1999,44,世紀末リーダー伝 たけし！,3
1999,44,ライジング インパクト,5
1999,44,封神演義,12
1999,44,シャーマンキング,6
1999,44,テニスの王子様,10
1999,44,花さか天使テンテンくん,9
1999,44,ZOMBIE POWDER,15
1999,44,こちら葛飾区亀有公園前派出所,14
1999,44,I''s ＜アイズ＞,休
1999,44,明稜帝 梧桐勢十郎,13
1999,44,サバイビー,17
1999,44,CHILDRAGON,19
1999,44,ROOKIES,16
1999,44,ホイッスル！,18
1999,44,NARUTO －ナルト－,8
1999,44,Romancers,1
1999,43,ONE PIECE,2
1999,43,遊☆戯☆王,休
1999,43,ヒカルの碁,4
1999,43,HUNTER×HUNTER,6
1999,43,世紀末リーダー伝 たけし！,3
1999,43,ライジング インパクト,5
1999,43,るろうに剣心 －明治剣客浪漫譚－,7
1999,43,封神演義,8
1999,43,シャーマンキング,10
1999,43,テニスの王子様,9
1999,43,花さか天使テンテンくん,12
1999,43,こちら葛飾区亀有公園前派出所,15
1999,43,I''s ＜アイズ＞,11
1999,43,CHILDRAGON,19
1999,43,サバイビー,18
1999,43,明稜帝 梧桐勢十郎,13
1999,43,ROOKIES,17
1999,43,ホイッスル！,14
1999,43,ZOMBIE POWDER,16
1999,43,NARUTO －ナルト－,1
1999,42,ONE PIECE,2
1999,42,遊☆戯☆王,1
1999,42,ヒカルの碁,8
1999,42,HUNTER×HUNTER,6
1999,42,世紀末リーダー伝 たけし！,3
1999,42,ライジング インパクト,5
1999,42,るろうに剣心 －明治剣客浪漫譚－,9
1999,42,封神演義,7
1999,42,シャーマンキング,4
1999,42,テニスの王子様,10
1999,42,こちら葛飾区亀有公園前派出所,17
1999,42,花さか天使テンテンくん,11
1999,42,サバイビー,18
1999,42,I''s ＜アイズ＞,16
1999,42,明稜帝 梧桐勢十郎,12
1999,42,ROOKIES,14
1999,42,ホイッスル！,15
1999,42,CHILDRAGON,19
1999,42,ZOMBIE POWDER,13
1999,41,ONE PIECE,1
1999,41,ヒカルの碁,2
1999,41,遊☆戯☆王,3
1999,41,HUNTER×HUNTER,落
1999,41,世紀末リーダー伝 たけし！,8
1999,41,ライジング インパクト,4
1999,41,るろうに剣心 －明治剣客浪漫譚－,7
1999,41,封神演義,5
1999,41,シャーマンキング,休
1999,41,こちら葛飾区亀有公園前派出所,12
1999,41,サバイビー,19
1999,41,花さか天使テンテンくん,10
1999,41,I''s ＜アイズ＞,6
1999,41,ROOKIES,16
1999,41,明稜帝 梧桐勢十郎,11
1999,41,ホイッスル！,18
1999,41,テニスの王子様,9
1999,41,CHILDRAGON,20
1999,41,ZOMBIE POWDER,17
1999,40,ONE PIECE,2
1999,40,ヒカルの碁,1
1999,40,遊☆戯☆王,3
1999,40,HUNTER×HUNTER,4
1999,40,世紀末リーダー伝 たけし！,5
1999,40,ライジング インパクト,6
1999,40,るろうに剣心 －明治剣客浪漫譚－,9
1999,40,シャーマンキング,10
1999,40,封神演義,8
1999,40,こちら葛飾区亀有公園前派出所,15
1999,40,花さか天使テンテンくん,7
1999,40,I''s ＜アイズ＞,11
1999,40,ROOKIES,12
1999,40,ホイッスル！,18
1999,40,明稜帝 梧桐勢十郎,14
1999,40,武士沢レシーブ,20
1999,40,サバイビー,17
1999,40,テニスの王子様,13
1999,40,CHILDRAGON,19
1999,40,ZOMBIE POWDER,16
1999,39,ONE PIECE,2
1999,39,遊☆戯☆王,4
1999,39,ヒカルの碁,5
1999,39,HUNTER×HUNTER,6
1999,39,るろうに剣心 －明治剣客浪漫譚－,10
1999,39,世紀末リーダー伝 たけし！,1
1999,39,ライジング インパクト,15
1999,39,シャーマンキング,11
1999,39,封神演義,3
1999,39,こちら葛飾区亀有公園前派出所,14
1999,39,花さか天使テンテンくん,9
1999,39,ROOKIES,18
1999,39,I''s ＜アイズ＞,13
1999,39,ホイッスル！,19
1999,39,明稜帝 梧桐勢十郎,12
1999,39,武士沢レシーブ,20
1999,39,サバイビー,16
1999,39,テニスの王子様,8
1999,39,CHILDRAGON,17
1999,39,ZOMBIE POWDER,7
1999,37,ONE PIECE,1
1999,37,遊☆戯☆王,7
1999,37,ヒカルの碁,9
1999,37,HUNTER×HUNTER,2
1999,37,るろうに剣心 －明治剣客浪漫譚－,3
1999,37,ライジング インパクト,12
1999,37,シャーマンキング,10
1999,37,世紀末リーダー伝 たけし！,6
1999,37,封神演義,5
1999,37,こちら葛飾区亀有公園前派出所,16
1999,37,花さか天使テンテンくん,13
1999,37,ROOKIES,20
1999,37,ホイッスル！,19
1999,37,I''s ＜アイズ＞,15
1999,37,武士沢レシーブ,21
1999,37,明稜帝 梧桐勢十郎,18
1999,37,サバイビー,17
1999,37,テニスの王子様,11
1999,37,CHILDRAGON,8
1999,37,ZOMBIE POWDER,14
1999,36,ONE PIECE,2
1999,36,遊☆戯☆王,4
1999,36,ヒカルの碁,3
1999,36,ライジング インパクト,1
1999,36,シャーマンキング,5
1999,36,世紀末リーダー伝 たけし！,6
1999,36,るろうに剣心 －明治剣客浪漫譚－,9
1999,36,封神演義,13
1999,36,HUNTER×HUNTER,休
1999,36,こちら葛飾区亀有公園前派出所,10
1999,36,花さか天使テンテンくん,15
1999,36,ROOKIES,14
1999,36,ホイッスル！,19
1999,36,武士沢レシーブ,18
1999,36,I''s ＜アイズ＞,16
1999,36,明稜帝 梧桐勢十郎,17
1999,36,サバイビー,8
1999,36,テニスの王子様,7
1999,36,CHILDRAGON,12
1999,36,ZOMBIE POWDER,11
1999,35,ONE PIECE,2
1999,35,遊☆戯☆王,1
1999,35,ヒカルの碁,6
1999,35,HUNTER×HUNTER,休
1999,35,シャーマンキング,10
1999,35,るろうに剣心 －明治剣客浪漫譚－,5
1999,35,世紀末リーダー伝 たけし！,9
1999,35,封神演義,12
1999,35,こちら葛飾区亀有公園前派出所,3
1999,35,花さか天使テンテンくん,15
1999,35,ROOKIES,16
1999,35,武士沢レシーブ,20
1999,35,I''s ＜アイズ＞,17
1999,35,ホイッスル！,18
1999,35,明稜帝 梧桐勢十郎,休
1999,35,ライジング インパクト,4
1999,35,サバイビー,7
1999,35,テニスの王子様,14
1999,35,CHILDRAGON,11
1999,35,ZOMBIE POWDER,8
1999,34,ONE PIECE,3
1999,34,ヒカルの碁,7
1999,34,遊☆戯☆王,10
1999,34,HUNTER×HUNTER,休
1999,34,シャーマンキング,12
1999,34,るろうに剣心 －明治剣客浪漫譚－,2
1999,34,封神演義,5
1999,34,世紀末リーダー伝 たけし！,8
1999,34,花さか天使テンテンくん,16
1999,34,ROOKIES,15
1999,34,こちら葛飾区亀有公園前派出所,9
1999,34,武士沢レシーブ,18
1999,34,ホイッスル！,17
1999,34,I''s ＜アイズ＞,休
1999,34,明稜帝 梧桐勢十郎,19
1999,34,ライジング インパクト,4
1999,34,サバイビー,13
1999,34,テニスの王子様,6
1999,34,CHILDRAGON,11
1999,34,ZOMBIE POWDER,1
1999,33,ONE PIECE,2
1999,33,遊☆戯☆王,9
1999,33,ヒカルの碁,3
1999,33,HUNTER×HUNTER,落
1999,33,シャーマンキング,6
1999,33,るろうに剣心 －明治剣客浪漫譚－,13
1999,33,世紀末リーダー伝 たけし！,7
1999,33,封神演義,11
1999,33,花さか天使テンテンくん,12
1999,33,武士沢レシーブ,18
1999,33,ROOKIES,休
1999,33,こちら葛飾区亀有公園前派出所,14
1999,33,ホイッスル！,15
1999,33,I''s ＜アイズ＞,8
1999,33,明稜帝 梧桐勢十郎,17
1999,33,ライジング インパクト,4
1999,33,サバイビー,5
1999,33,テニスの王子様,10
1999,33,CHILDRAGON,1
1999,32,ONE PIECE,2
1999,32,遊☆戯☆王,4
1999,32,HUNTER×HUNTER,13
1999,32,ヒカルの碁,5
1999,32,シャーマンキング,3
1999,32,るろうに剣心 －明治剣客浪漫譚－,休
1999,32,世紀末リーダー伝 たけし！,12
1999,32,封神演義,8
1999,32,花さか天使テンテンくん,10
1999,32,武士沢レシーブ,15
1999,32,ROOKIES,14
1999,32,こちら葛飾区亀有公園前派出所,7
1999,32,ホイッスル！,6
1999,32,I''s ＜アイズ＞,16
1999,32,マッハヘッド,18
1999,32,明稜帝 梧桐勢十郎,17
1999,32,ライジング インパクト,11
1999,32,サバイビー,9
1999,32,テニスの王子様,1
1999,31,ONE PIECE,4
1999,31,HUNTER×HUNTER,落
1999,31,遊☆戯☆王,5
1999,31,ヒカルの碁,2
1999,31,シャーマンキング,9
1999,31,るろうに剣心 －明治剣客浪漫譚－,7
1999,31,世紀末リーダー伝 たけし！,3
1999,31,封神演義,8
1999,31,武士沢レシーブ,13
1999,31,花さか天使テンテンくん,10
1999,31,ROOKIES,6
1999,31,I''s ＜アイズ＞,14
1999,31,こちら葛飾区亀有公園前派出所,12
1999,31,ホイッスル！,16
1999,31,マッハヘッド,17
1999,31,明稜帝 梧桐勢十郎,18
1999,31,大好王－ダイスキング－,19
1999,31,ライジング インパクト,11
1999,31,サバイビー,1
1999,30,ONE PIECE,2
1999,30,HUNTER×HUNTER,5
1999,30,ヒカルの碁,7
1999,30,遊☆戯☆王,3
1999,30,シャーマンキング,1
1999,30,るろうに剣心 －明治剣客浪漫譚－,11
1999,30,武士沢レシーブ,休
1999,30,世紀末リーダー伝 たけし！,6
1999,30,封神演義,8
1999,30,花さか天使テンテンくん,14
1999,30,ROOKIES,10
1999,30,I''s ＜アイズ＞,12
1999,30,こちら葛飾区亀有公園前派出所,13
1999,30,ホイッスル！,9
1999,30,マッハヘッド,17
1999,30,明稜帝 梧桐勢十郎,16
1999,30,－蹴球伝－ フィールドの狼 FW陣!,19
1999,30,大好王－ダイスキング－,18
1999,30,ライジング インパクト,4
1999,29,ONE PIECE,2
1999,29,HUNTER×HUNTER,休
1999,29,ヒカルの碁,4
1999,29,遊☆戯☆王,3
1999,29,るろうに剣心 －明治剣客浪漫譚－,1
1999,29,シャーマンキング,9
1999,29,武士沢レシーブ,8
1999,29,世紀末リーダー伝 たけし！,12
1999,29,封神演義,5
1999,29,花さか天使テンテンくん,7
1999,29,I''s ＜アイズ＞,15
1999,29,ROOKIES,13
1999,29,マッハヘッド,17
1999,29,こちら葛飾区亀有公園前派出所,11
1999,29,ホイッスル！,10
1999,29,邪馬台幻想記,18
1999,29,－蹴球伝－ フィールドの狼 FW陣!,19
1999,29,明稜帝 梧桐勢十郎,16
1999,29,大好王－ダイスキング－,20
1999,29,ライジング インパクト,6
1999,28,ONE PIECE,2
1999,28,HUNTER×HUNTER,落
1999,28,ヒカルの碁,6
1999,28,遊☆戯☆王,4
1999,28,るろうに剣心 －明治剣客浪漫譚－,9
1999,28,シャーマンキング,8
1999,28,武士沢レシーブ,7
1999,28,世紀末リーダー伝 たけし！,5
1999,28,ROOKIES,12
1999,28,封神演義,1
1999,28,I''s ＜アイズ＞,16
1999,28,花さか天使テンテンくん,3
1999,28,こちら葛飾区亀有公園前派出所,11
1999,28,ホイッスル！,13
1999,28,邪馬台幻想記,15
1999,28,－蹴球伝－ フィールドの狼 FW陣!,20
1999,28,明稜帝 梧桐勢十郎,17
1999,28,大好王－ダイスキング－,18
1999,28,マッハヘッド,19
1999,28,ライジング インパクト,10
2000,52,ONE PIECE,2
2000,52,ヒカルの碁,6
2000,52,HUNTER×HUNTER,5
2000,52,遊☆戯☆王,3
2000,52,NARUTO －ナルト－,休
2000,52,テニスの王子様,4
2000,52,世紀末リーダー伝 たけし！,10
2000,52,ホイッスル！,7
2000,52,ライジング インパクト,9
2000,52,BLACK CAT,15
2000,52,シャーマンキング,11
2000,52,無頼男 －ブレーメン－,19
2000,52,こちら葛飾区亀有公園前派出所,16
2000,52,ROOKIES,休
2000,52,ジョジョの奇妙な冒険,17
2000,52,ノルマンディーひみつ倶楽部,18
2000,52,ピューと吹く！ジャガー,1
2000,52,純情パイン,14
2000,52,りりむキッス,12
2000,52,バカバカしいの！,8
2000,51,ONE PIECE,2
2000,51,ヒカルの碁,1
2000,51,HUNTER×HUNTER,休
2000,51,NARUTO －ナルト－,3
2000,51,遊☆戯☆王,4
2000,51,世紀末リーダー伝 たけし！,9
2000,51,テニスの王子様,休
2000,51,ホイッスル！,5
2000,51,ライジング インパクト,11
2000,51,BLACK CAT,10
2000,51,シャーマンキング,14
2000,51,無頼男 －ブレーメン－,7
2000,51,こちら葛飾区亀有公園前派出所,15
2000,51,ROOKIES,18
2000,51,ノルマンディーひみつ倶楽部,17
2000,51,ジョジョの奇妙な冒険,16
2000,51,ピューと吹く！ジャガー,19
2000,51,純情パイン,12
2000,51,りりむキッス,8
2000,51,バカバカしいの！,6
2000,50,ONE PIECE,1
2000,50,ヒカルの碁,2
2000,50,HUNTER×HUNTER,休
2000,50,遊☆戯☆王,5
2000,50,世紀末リーダー伝 たけし！,7
2000,50,NARUTO －ナルト－,3
2000,50,テニスの王子様,6
2000,50,ライジング インパクト,16
2000,50,ホイッスル！,9
2000,50,シャーマンキング,17
2000,50,BLACK CAT,13
2000,50,こちら葛飾区亀有公園前派出所,15
2000,50,無頼男 －ブレーメン－,休
2000,50,ROOKIES,14
2000,50,ノルマンディーひみつ倶楽部,18
2000,50,ジョジョの奇妙な冒険,8
2000,50,ピューと吹く！ジャガー,19
2000,50,純情パイン,4
2000,50,りりむキッス,11
2000,50,バカバカしいの！,12
2000,49,ONE PIECE,4
2000,49,ヒカルの碁,3
2000,49,HUNTER×HUNTER,休
2000,49,遊☆戯☆王,2
2000,49,世紀末リーダー伝 たけし！,休
2000,49,NARUTO －ナルト－,6
2000,49,テニスの王子様,8
2000,49,ライジング インパクト,15
2000,49,シャーマンキング,14
2000,49,ホイッスル！,5
2000,49,BLACK CAT,12
2000,49,無頼男 －ブレーメン－,13
2000,49,こちら葛飾区亀有公園前派出所,11
2000,49,ノルマンディーひみつ倶楽部,17
2000,49,ROOKIES,16
2000,49,ジョジョの奇妙な冒険,18
2000,49,ピューと吹く！ジャガー,19
2000,49,純情パイン,7
2000,49,りりむキッス,9
2000,49,バカバカしいの！,1
2000,48,ONE PIECE,3
2000,48,ヒカルの碁,2
2000,48,HUNTER×HUNTER,休
2000,48,世紀末リーダー伝 たけし！,6
2000,48,遊☆戯☆王,休
2000,48,テニスの王子様,4
2000,48,NARUTO －ナルト－,5
2000,48,ライジング インパクト,13
2000,48,シャーマンキング,7
2000,48,BLACK CAT,12
2000,48,ホイッスル！,10
2000,48,無頼男 －ブレーメン－,11
2000,48,こちら葛飾区亀有公園前派出所,14
2000,48,ノルマンディーひみつ倶楽部,16
2000,48,ROOKIES,15
2000,48,ジョジョの奇妙な冒険,17
2000,48,ピューと吹く！ジャガー,18
2000,48,純情パイン,8
2000,48,りりむキッス,1
2000,47,ONE PIECE,2
2000,47,ヒカルの碁,5
2000,47,HUNTER×HUNTER,4
2000,47,世紀末リーダー伝 たけし！,3
2000,47,遊☆戯☆王,6
2000,47,テニスの王子様,8
2000,47,NARUTO －ナルト－,7
2000,47,ライジング インパクト,12
2000,47,シャーマンキング,14
2000,47,BLACK CAT,16
2000,47,ホイッスル！,11
2000,47,無頼男 －ブレーメン－,9
2000,47,こちら葛飾区亀有公園前派出所,15
2000,47,封神演義,10
2000,47,ノルマンディーひみつ倶楽部,19
2000,47,ジョジョの奇妙な冒険,18
2000,47,ROOKIES,休
2000,47,ピューと吹く！ジャガー,20
2000,47,純情パイン,1
2000,46,ONE PIECE,1
2000,46,ヒカルの碁,2
2000,46,HUNTER×HUNTER,3
2000,46,テニスの王子様,9
2000,46,世紀末リーダー伝 たけし！,6
2000,46,遊☆戯☆王,5
2000,46,NARUTO －ナルト－,8
2000,46,ライジング インパクト,4
2000,46,シャーマンキング,休
2000,46,BLACK CAT,7
2000,46,ホイッスル！,16
2000,46,無頼男 －ブレーメン－,15
2000,46,こちら葛飾区亀有公園前派出所,14
2000,46,封神演義,11
2000,46,ノルマンディーひみつ倶楽部,12
2000,46,カイゼルスパイク,18
2000,46,ジョジョの奇妙な冒険,13
2000,46,ROOKIES,17
2000,46,ピューと吹く！ジャガー,19
2000,45,ONE PIECE,3
2000,45,HUNTER×HUNTER,1
2000,45,ヒカルの碁,2
2000,45,テニスの王子様,7
2000,45,遊☆戯☆王,4
2000,45,世紀末リーダー伝 たけし！,5
2000,45,NARUTO －ナルト－,6
2000,45,ライジング インパクト,10
2000,45,BLACK CAT,8
2000,45,シャーマンキング,11
2000,45,ホイッスル！,14
2000,45,無頼男 －ブレーメン－,18
2000,45,こちら葛飾区亀有公園前派出所,12
2000,45,封神演義,13
2000,45,カイゼルスパイク,19
2000,45,ノルマンディーひみつ倶楽部,15
2000,45,ジョジョの奇妙な冒険,17
2000,45,ROOKIES,16
2000,45,ピューと吹く！ジャガー,20
2000,44,ONE PIECE,2
2000,44,テニスの王子様,4
2000,44,HUNTER×HUNTER,落
2000,44,ヒカルの碁,1
2000,44,遊☆戯☆王,8
2000,44,世紀末リーダー伝 たけし！,6
2000,44,NARUTO －ナルト－,5
2000,44,ライジング インパクト,9
2000,44,シャーマンキング,10
2000,44,BLACK CAT,14
2000,44,ホイッスル！,11
2000,44,無頼男 －ブレーメン－,17
2000,44,ロケットでつきぬけろ！,19
2000,44,カイゼルスパイク,3
2000,44,こちら葛飾区亀有公園前派出所,13
2000,44,封神演義,12
2000,44,ノルマンディーひみつ倶楽部,15
2000,44,ジョジョの奇妙な冒険,16
2000,44,ROOKIES,7
2000,44,ピューと吹く！ジャガー,休
2000,43,ONE PIECE,2
2000,43,テニスの王子様,5
2000,43,ヒカルの碁,3
2000,43,HUNTER×HUNTER,6
2000,43,遊☆戯☆王,4
2000,43,NARUTO －ナルト－,1
2000,43,世紀末リーダー伝 たけし！,7
2000,43,ライジング インパクト,8
2000,43,BLACK CAT,9
2000,43,シャーマンキング,17
2000,43,無頼男 －ブレーメン－,12
2000,43,ホイッスル！,10
2000,43,カイゼルスパイク,18
2000,43,こちら葛飾区亀有公園前派出所,15
2000,43,封神演義,11
2000,43,ノルマンディーひみつ倶楽部,13
2000,43,ジョジョの奇妙な冒険,14
2000,43,ROOKIES,16
2000,43,ロケットでつきぬけろ！,19
2000,43,ピューと吹く！ジャガー,20
2000,42,ONE PIECE,1
2000,42,テニスの王子様,6
2000,42,HUNTER×HUNTER,3
2000,42,遊☆戯☆王,7
2000,42,ヒカルの碁,2
2000,42,世紀末リーダー伝 たけし！,4
2000,42,NARUTO －ナルト－,5
2000,42,ライジング インパクト,10
2000,42,BLACK CAT,16
2000,42,シャーマンキング,8
2000,42,無頼男 －ブレーメン－,13
2000,42,ホイッスル！,休
2000,42,こちら葛飾区亀有公園前派出所,9
2000,42,封神演義,14
2000,42,ノルマンディーひみつ倶楽部,12
2000,42,ジョジョの奇妙な冒険,18
2000,42,ROOKIES,15
2000,42,カイゼルスパイク,17
2000,42,ロケットでつきぬけろ！,19
2000,42,ピューと吹く！ジャガー,20
2000,41,ONE PIECE,2
2000,41,テニスの王子様,6
2000,41,遊☆戯☆王,1
2000,41,HUNTER×HUNTER,8
2000,41,世紀末リーダー伝 たけし！,3
2000,41,ヒカルの碁,5
2000,41,NARUTO －ナルト－,9
2000,41,ライジング インパクト,4
2000,41,シャーマンキング,7
2000,41,無頼男 －ブレーメン－,14
2000,41,ホイッスル！,12
2000,41,封神演義,16
2000,41,こちら葛飾区亀有公園前派出所,17
2000,41,ジョジョの奇妙な冒険,13
2000,41,ノルマンディーひみつ倶楽部,15
2000,41,ROOKIES,19
2000,41,BLACK CAT,11
2000,41,カイゼルスパイク,18
2000,41,ロケットでつきぬけろ！,20
2000,41,ピューと吹く！ジャガー,21
2000,40,ONE PIECE,2
2000,40,テニスの王子様,3
2000,40,HUNTER×HUNTER,4
2000,40,遊☆戯☆王,7
2000,40,NARUTO －ナルト－,6
2000,40,世紀末リーダー伝 たけし！,5
2000,40,ヒカルの碁,1
2000,40,ライジング インパクト,13
2000,40,シャーマンキング,9
2000,40,無頼男 －ブレーメン－,8
2000,40,封神演義,14
2000,40,ホイッスル！,10
2000,40,こちら葛飾区亀有公園前派出所,12
2000,40,ジョジョの奇妙な冒険,17
2000,40,ROOKIES,19
2000,40,ノルマンディーひみつ倶楽部,16
2000,40,BLACK CAT,11
2000,40,カイゼルスパイク,18
2000,40,ロケットでつきぬけろ！,15
2000,40,ピューと吹く！ジャガー,20
2000,39,ONE PIECE,2
2000,39,テニスの王子様,3
2000,39,HUNTER×HUNTER,4
2000,39,遊☆戯☆王,7
2000,39,NARUTO －ナルト－,6
2000,39,世紀末リーダー伝 たけし！,1
2000,39,ヒカルの碁,5
2000,39,ライジング インパクト,8
2000,39,シャーマンキング,11
2000,39,封神演義,15
2000,39,無頼男 －ブレーメン－,9
2000,39,ホイッスル！,12
2000,39,こちら葛飾区亀有公園前派出所,17
2000,39,ROOKIES,18
2000,39,ジョジョの奇妙な冒険,19
2000,39,ノルマンディーひみつ倶楽部,14
2000,39,BLACK CAT,13
2000,39,カイゼルスパイク,16
2000,39,ロケットでつきぬけろ！,10
2000,39,ピューと吹く！ジャガー,20
2000,38,ONE PIECE,2
2000,38,テニスの王子様,1
2000,38,遊☆戯☆王,3
2000,38,HUNTER×HUNTER,4
2000,38,NARUTO －ナルト－,7
2000,38,世紀末リーダー伝 たけし！,5
2000,38,ヒカルの碁,6
2000,38,ライジング インパクト,8
2000,38,封神演義,18
2000,38,シャーマンキング,16
2000,38,無頼男 －ブレーメン－,9
2000,38,こちら葛飾区亀有公園前派出所,10
2000,38,ホイッスル！,12
2000,38,ROOKIES,19
2000,38,ジョジョの奇妙な冒険,17
2000,38,ノルマンディーひみつ倶楽部,14
2000,38,BLACK CAT,11
2000,38,カイゼルスパイク,15
2000,38,ロケットでつきぬけろ！,13
2000,38,ピューと吹く！ジャガー,20
2000,36,ONE PIECE,1
2000,36,テニスの王子様,2
2000,36,HUNTER×HUNTER,3
2000,36,遊☆戯☆王,4
2000,36,NARUTO －ナルト－,5
2000,36,世紀末リーダー伝 たけし！,6
2000,36,ヒカルの碁,8
2000,36,ライジング インパクト,7
2000,36,SAND LAND,13
2000,36,封神演義,17
2000,36,シャーマンキング,11
2000,36,ホイッスル！,14
2000,36,こちら葛飾区亀有公園前派出所,18
2000,36,無頼男 －ブレーメン－,16
2000,36,ROOKIES,21
2000,36,ジョジョの奇妙な冒険,19
2000,36,ノルマンディーひみつ倶楽部,20
2000,36,BLACK CAT,15
2000,36,カイゼルスパイク,9
2000,36,ロケットでつきぬけろ！,10
2000,35,ONE PIECE,2
2000,35,テニスの王子様,5
